City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
278,flinders,40,AU,1526425200,58,-34.58,150.85,57.2,12.75
279,amuntai,12,ID,1526430517,95,-2.42,115.25,77.63,2.48
280,marsh harbour,92,BS,1526430518,100,26.54,-77.06,75.2,14.18
281,apodi,64,BR,1526430518,98,-5.66,-37.8,73.04,4.83
282,ampanihy,0,MG,1526430518,96,-24.69,44.75,60.21,7.07
283,buraydah,0,SA,1526425200,36,26.33,43.97,80.6,12.75
284,the pas,20,CA,1526425200,66,53.82,-101.24,48.2,6.93
285,sarahan,0,IN,1526430520,100,31.51,77.79,14.76,1.99
286,purranque,0,CL,1526428800,93,-40.91,-73.16,44.6,4.7
287,pyu,0,MM,1526430521,94,18.48,96.43,73.53,2.21
288,ocampo,64,PH,1526430521,89,13.56,123.37,83.48,6.91
289,whitianga,56,NZ,1526430522,96,-36.83,175.7,65.97,21.94
290,ahipara,80,NZ,1526430522,100,-35.17,173.16,62.78,16.91
291,chernyshevskiy,0,RU,1526430523,68,63.01,112.47,36.81,3.49
292,khandyga,88,RU,1526430523,96,62.65,135.58,38.43,3.6
293,talara,88,PE,1526430523,61,-4.58,-81.27,78.3,10.16
294,awbari,76,LY,1526430524,15,26.59,12.77,88.38,9.75
295,punta umbria,0,ES,1526430524,68,37.18,-6.97,62.15,3.33
296,loralai,0,PK,1526430525,53,30.37,68.6,49.91,2.71
297,gumdag,32,TM,1526430525,89,39.2,54.59,56.88,3.11
298,cururupu,44,BR,1526430526,88,-1.82,-44.87,78.21,5.5
299,sivas,0,TR,1526428200,75,39.75,37.01,41.0,4.7
300,ancud,48,CL,1526430526,87,-41.87,-73.83,43.02,2.71
301,mezen,0,RU,1526430527,91,65.85,44.24,30.06,2.59
302,karasjok,0,NO,1526428200,81,69.47,25.52,46.4,3.36
303,udachnyy,0,RU,1526430528,61,66.42,112.4,35.1,3.33
304,cabra,0,ES,1526428800,62,37.47,-4.43,59.0,5.82
305,bayir,0,TR,1526428200,72,37.27,28.22,60.8,4.7
306,chifeng,12,CN,1526430529,63,42.27,118.96,75.96,6.35
307,airai,12,TL,1526430529,78,-8.93,125.41,71.37,2.1
308,lagoa,0,PT,1526428800,55,37.14,-8.45,64.4,2.24
309,beaupre,20,CA,1526425200,46,47.04,-70.9,59.0,9.17
310,kachug,0,RU,1526430530,58,53.96,105.89,46.26,3.6
311,invermere,12,CA,1526430531,29,50.51,-116.03,70.11,1.59
312,athabasca,0,CA,1526430283,19,54.72,-113.29,78.12,14.56
313,mana,75,RS,1526428800,87,43.52,20.24,55.4,9.17
314,worthington,1,US,1526429760,33,43.62,-95.6,78.8,3.56
315,kutum,0,SD,1526430532,25,14.2,24.66,71.69,9.75
316,byron bay,0,AU,1526428800,42,-28.65,153.62,68.0,13.87
317,srednekolymsk,0,RU,1526430533,66,67.46,153.71,47.07,3.38
318,fort nelson,75,CA,1526425200,23,58.81,-122.69,64.4,12.75
319,uruzgan,12,AF,1526430534,81,32.93,66.63,35.06,0.58
320,naifaru,92,MV,1526430534,100,5.44,73.37,81.9,6.24
321,itarema,44,BR,1526430534,86,-2.92,-39.92,78.71,8.75
322,palana,0,RU,1526430535,77,59.08,159.95,51.75,3.49
323,russell,90,AR,1526428800,47,-33.01,-68.8,55.4,3.36
324,phalombe,92,MW,1526430536,93,-15.81,35.65,65.61,3.22
325,omboue,88,GA,1526430537,100,-1.57,9.26,81.95,10.83
326,bua yai,12,TH,1526430537,74,15.59,102.43,80.51,7.02
327,kailua,75,US,1526429280,74,21.39,-157.74,84.2,12.75
328,zaysan,12,KZ,1526430537,71,47.47,84.87,36.72,3.22
329,staszow,20,PL,1526430538,92,50.56,21.17,48.83,3.78
330,northam,0,GB,1526428200,87,51.04,-4.21,57.2,5.82
331,lodja,48,CD,1526430539,97,-3.52,23.6,70.38,2.33
332,marawi,0,PH,1526430539,96,8.0,124.29,75.51,2.48
333,makinsk,56,KZ,1526430540,55,52.63,70.42,42.93,14.9
334,nome,40,US,1526429700,42,30.04,-94.42,86.0,5.82
335,skibbereen,20,IE,1526428800,75,51.55,-9.27,46.4,19.46
336,baykit,92,RU,1526430541,97,61.68,96.39,37.53,9.26
337,nakamura,75,JP,1526427000,83,35.17,136.87,69.8,4.7
338,kapuskasing,90,CA,1526425200,26,49.42,-82.43,44.6,2.24
339,iqaluit,75,CA,1526426940,73,63.75,-68.52,26.6,9.17
340,ilhabela,56,BR,1526430543,98,-23.78,-45.36,73.49,3.71
341,plouzane,90,FR,1526428800,100,48.38,-4.62,51.8,8.05
342,kulhudhuffushi,80,MV,1526430543,99,6.62,73.07,85.5,7.4
343,mariinsk,76,RU,1526430544,74,56.21,87.75,38.7,12.66
344,manono,0,CD,1526430544,93,-7.3,27.4,68.22,2.89
345,xucheng,12,CN,1526430544,68,33.0,118.51,85.23,18.21
346,havoysund,32,NO,1526428200,93,71.0,24.66,41.0,3.36
347,margate,75,AU,1526428800,65,-43.03,147.26,46.4,8.05
348,vrangel,8,RU,1526430545,85,42.73,133.08,47.66,5.5
349,bagdarin,0,RU,1526430546,43,54.44,113.59,42.93,3.27
350,merano,90,IT,1526428500,80,46.67,11.16,50.0,4.7
351,calama,0,CL,1526428800,12,-22.46,-68.93,51.8,9.17
352,nyimba,80,ZM,1526430547,54,-14.56,30.81,78.8,8.14
353,quang ngai,8,VN,1526430547,80,15.12,108.8,77.67,3.22
354,muroto,0,JP,1526425200,68,33.37,134.14,69.8,5.82
355,tevaitoa,80,PF,1526430548,100,-16.78,-151.5,80.28,17.69
356,pisco,0,PE,1526428800,73,-13.71,-76.2,71.6,10.29
357,cabedelo,20,BR,1526428800,88,-6.97,-34.84,75.2,3.36
358,pecos,1,US,1526429700,11,31.42,-103.49,98.6,10.29
359,emerald,0,AU,1526430550,44,-23.53,148.16,66.29,6.02
360,waingapu,32,ID,1526430550,72,-9.65,120.26,79.7,12.66
361,can,40,IT,1526428500,100,46.08,11.97,53.6,4.7
362,tarauaca,44,BR,1526430551,95,-8.16,-70.77,74.52,3.38
363,provideniya,0,RU,1526427000,74,64.42,-173.23,37.4,5.12
364,esna,36,RO,1526430552,69,45.2,27.57,60.98,13.96
365,iracoubo,32,GF,1526430552,79,5.48,-53.21,77.85,3.33
366,coari,48,BR,1526430552,87,-4.09,-63.14,78.53,3.33
367,nikki,8,BJ,1526430553,73,9.94,3.21,78.93,5.57
368,doha,0,QA,1526425200,30,25.29,51.53,86.0,19.46
369,saldanha,0,PT,1526430553,72,41.42,-6.55,51.71,7.58
370,orshanka,32,RU,1526430554,51,56.92,47.89,56.61,8.37
371,ambilobe,8,MG,1526430554,92,-13.19,49.05,68.63,3.83
372,finote selam,24,ET,1526430555,89,10.7,37.27,53.91,3.04
373,takoradi,80,GH,1526430555,100,4.89,-1.75,79.65,6.73
374,minna,8,NG,1526430555,91,9.62,6.55,77.36,2.82
375,kjollefjord,88,NO,1526430556,93,70.95,27.35,37.17,3.71
376,puerto escondido,75,MX,1526427600,62,15.86,-97.07,86.0,5.82
377,norman wells,90,CA,1526425200,60,65.28,-126.83,42.8,4.7
378,okhotsk,92,RU,1526430557,89,59.36,143.24,33.8,15.79
379,gemena,76,CD,1526430557,94,3.25,19.78,72.59,1.99
380,kyaiklat,0,MM,1526428800,83,16.44,95.73,80.6,4.7
381,moron,75,VE,1526425200,88,10.49,-68.2,78.8,2.24
382,sistranda,20,NO,1526428200,93,63.73,8.83,48.2,2.24
383,palora,76,EC,1526430559,99,-1.7,-77.97,63.95,2.48
384,miri,0,NG,1526430559,80,10.31,9.75,72.5,3.04
385,narok,80,KE,1526430560,100,-1.09,35.87,56.75,2.26
386,santiago de cao,75,PE,1526428800,88,-7.96,-79.24,66.2,10.29
387,hasaki,0,JP,1526427000,53,35.73,140.83,75.2,14.99
388,zherdevka,88,RU,1526430561,74,51.84,41.47,61.56,5.06
389,taoudenni,0,ML,1526430562,24,22.68,-3.98,81.27,8.75
390,puerto colombia,40,CO,1526425200,83,10.99,-74.96,82.4,6.93
391,yoichi,80,JP,1526430563,83,43.19,140.77,60.44,2.71
392,tabou,92,CI,1526430563,100,4.42,-7.36,78.12,5.01
393,eirunepe,76,BR,1526430564,91,-6.66,-69.87,78.35,2.21
394,urucara,20,BR,1526430564,87,-2.54,-57.76,76.01,2.77
395,aykhal,8,RU,1526430564,70,65.95,111.51,33.12,3.89
396,tuy hoa,12,VN,1526430565,92,13.08,109.3,80.01,4.9
397,shalakusha,68,RU,1526430565,36,62.23,40.26,56.07,6.24
398,ugoofaaru,92,MV,1526430566,100,5.67,73.0,81.9,6.24
399,pokrovka,8,RU,1526430566,68,43.95,131.63,73.85,4.34
400,north myrtle beach,40,US,1526429700,83,33.83,-78.68,75.2,11.41
401,buin,90,CL,1526428800,71,-33.73,-70.74,55.4,3.36
402,esmeraldas,0,BR,1526428800,72,-19.76,-44.31,68.0,4.7
403,bulgan,0,MN,1526430567,55,48.81,103.53,43.61,4.05
404,strezhevoy,40,RU,1526427000,79,60.73,77.6,24.8,8.95
405,bandarbeyla,76,SO,1526430568,100,9.49,50.81,80.37,10.09
406,trairi,12,BR,1526430569,100,-3.28,-39.27,81.72,13.67
407,podporozhye,8,RU,1526430569,61,60.91,34.16,56.48,5.57
408,mutoko,12,ZW,1526430569,86,-17.4,32.23,62.91,3.22
409,luau,64,CD,1526430570,76,-10.7,22.23,67.5,2.04
410,quatre cocos,20,MU,1526428800,88,-20.21,57.76,69.8,8.05
411,mildura,0,AU,1526430571,75,-34.18,142.16,48.78,8.63
412,solnechnyy,92,RU,1526430571,99,50.72,136.64,52.83,3.38
413,dagua,40,CO,1526428800,83,3.66,-76.69,73.4,5.82
414,road town,20,VG,1526428380,74,18.42,-64.62,78.8,11.41
415,poronaysk,92,RU,1526430572,95,49.22,143.1,44.33,3.6
416,noumea,90,NC,1526428800,94,-22.28,166.46,71.6,9.17
417,grand gaube,20,MU,1526428800,88,-20.01,57.66,69.8,8.05
418,ginda,0,IN,1526430574,79,30.69,78.49,44.69,1.77
419,amol,76,IR,1526430574,100,36.47,52.35,61.25,2.82
420,auki,24,NG,1526430575,86,12.18,6.51,75.11,3.0
421,havre-saint-pierre,20,CA,1526425200,65,50.23,-63.6,44.6,9.17
422,taupo,92,NZ,1526430575,99,-38.68,176.08,55.76,8.52
423,tambacounda,0,SN,1526428800,28,13.77,-13.67,93.2,6.93
424,gunjur,0,GM,1526428800,83,13.18,-16.76,69.8,13.87
425,jiangyou,0,CN,1526430576,59,31.78,104.73,75.65,4.72
426,manggar,80,ID,1526430577,100,-2.88,108.27,79.38,3.33
427,gigmoto,92,PH,1526430577,100,13.78,124.39,82.04,7.85
428,cirebon,88,ID,1526430578,100,-6.71,108.56,81.63,6.35
429,lamlash,20,GB,1526428200,75,55.53,-5.13,46.4,5.82
430,umm kaddadah,32,SD,1526430578,21,13.6,26.69,77.22,9.37
431,vesoul,36,FR,1526428800,93,47.62,6.16,53.6,1.12
432,kholm,0,RU,1526430579,83,57.15,31.18,48.87,4.9
433,zimapan,20,MX,1526430580,39,20.75,-99.35,78.53,2.89
434,ebersbach,48,DE,1526428200,93,47.95,9.58,50.0,6.93
435,labuhan,8,ID,1526430581,88,-2.54,115.51,77.81,2.55
436,sioux lookout,75,CA,1526425200,36,50.1,-91.92,73.4,5.82
437,moorhead,1,US,1526429700,21,46.87,-96.75,80.6,17.22
438,verkhoyansk,56,RU,1526430581,73,67.55,133.39,24.57,7.52
439,the valley,20,AI,1526428800,65,18.22,-63.06,78.8,10.29
440,pocoes,0,BR,1526425200,88,-14.53,-40.37,64.4,5.82
441,burayevo,88,RU,1526430583,53,55.84,55.41,51.08,11.1
442,dalhousie,92,IN,1526430583,70,32.54,75.98,55.98,1.88
443,depok,40,ID,1526427000,83,-6.41,106.81,80.6,5.82
444,biltine,0,TD,1526430584,20,14.53,20.93,77.9,11.39
445,jumla,0,NP,1526430585,84,29.28,82.18,31.86,2.55
446,goderich,0,CA,1526430585,72,43.74,-81.71,58.91,11.39
447,faya,0,SA,1526428800,77,18.39,42.45,68.0,3.22
448,azov,24,RU,1526430586,87,47.11,39.42,58.23,2.21
449,pevek,24,RU,1526430586,97,69.7,170.27,33.8,3.0
450,lardos,20,GR,1526428200,64,36.09,28.02,69.8,10.29
451,port-gentil,40,GA,1526425200,88,-0.72,8.78,78.8,3.36
452,timizart,64,DZ,1526430587,76,36.8,4.25,47.97,2.37
453,san quintin,40,PH,1526425200,88,17.54,120.52,82.4,4.7
454,saint-ambroise,0,FR,1526428800,87,47.25,-0.65,51.8,4.7
455,chilca,40,PE,1526428800,43,-13.22,-72.34,55.4,8.05
456,mayor pablo lagerenza,32,PY,1526430588,96,-19.93,-60.77,71.78,3.89
457,mahanoro,80,MG,1526430589,100,-19.9,48.8,69.08,2.26
458,yellandu,0,IN,1526430589,93,17.59,80.32,74.84,5.06
459,lata,0,IN,1526430590,79,30.78,78.62,44.69,1.77
460,kimbe,76,PG,1526430590,100,-5.56,150.15,82.17,2.89
461,anzhero-sudzhensk,76,RU,1526430590,66,56.08,86.02,37.76,11.27
462,abu dhabi,0,AE,1526425200,66,24.47,54.37,86.0,8.05
463,geraldton,90,CA,1526427840,86,49.72,-86.95,37.4,4.7
464,golynki,92,RU,1526430592,87,54.87,31.38,56.43,3.22
465,shimoda,40,JP,1526425740,78,34.7,138.93,71.6,19.46
466,arras,75,FR,1526428800,93,50.29,2.78,50.0,6.93
467,abu kamal,0,SY,1526430593,50,34.45,40.92,58.77,7.74
468,ouango,76,CD,1526430593,97,4.31,22.55,72.41,3.38
469,klaksvik,20,FO,1526428200,75,62.23,-6.59,42.8,27.51
470,college,90,US,1526428680,87,64.86,-147.8,44.6,14.99
471,damietta,0,EG,1526425200,83,31.42,31.81,69.8,6.93
472,pochutla,90,MX,1526427600,100,15.74,-96.47,86.0,11.41
473,bubaque,0,GW,1526428800,83,11.28,-15.83,73.4,6.93
474,kahului,40,US,1526428440,74,20.89,-156.47,78.8,21.92
475,muros,40,ES,1526428800,87,42.77,-9.06,50.0,9.17
476,korem,8,ET,1526430596,79,12.51,39.52,51.21,1.88
477,den helder,0,NL,1526428500,76,52.96,4.76,57.2,9.17
478,requena,0,ES,1526428800,82,39.49,-1.1,59.0,2.89
479,severnoye,12,RU,1526430598,55,54.09,52.54,53.91,7.02
480,leshukonskoye,8,RU,1526430598,88,64.9,45.76,30.65,2.55
481,baixa grande,88,BR,1526430598,67,-11.96,-40.17,74.07,6.35
482,mount isa,0,AU,1526428800,28,-20.73,139.49,68.0,12.75
483,poum,75,MK,1526427000,71,41.28,20.71,53.6,5.82
484,pervomayskiy,12,RU,1526430600,88,53.24,40.29,55.76,2.89
485,talcahuano,0,CL,1526428800,81,-36.72,-73.12,51.8,3.36
486,balkhash,0,KZ,1526430601,100,46.84,74.98,48.56,4.05
487,kloulklubed,90,PW,1526428380,88,7.04,134.26,82.4,4.7
488,naze,92,NG,1526430602,95,5.43,7.07,74.84,5.57
489,saint-pierre,8,FR,1526428800,93,48.95,4.24,55.4,3.36
490,constitucion,40,MX,1526427660,13,23.99,-104.67,86.0,9.17
491,aqtobe,0,KZ,1526427000,75,50.28,57.21,44.6,3.71
492,balakhta,0,RU,1526430604,68,55.38,91.62,38.7,8.93
493,ossora,48,RU,1526430605,100,59.24,163.07,33.48,2.26
494,jeronimo monteiro,8,BR,1526430606,97,-20.79,-41.4,63.59,1.81
495,broken hill,0,AU,1526430606,76,-31.97,141.45,52.16,12.28
496,juneau,20,US,1526428560,46,58.3,-134.42,53.6,12.75
497,sompeta,0,IN,1526430607,88,18.93,84.6,71.91,4.5
498,daru,76,SL,1526430608,100,7.99,-10.85,70.61,1.32
499,hun,12,BE,1526428500,81,50.34,4.87,57.2,3.36
500,bom jesus,0,BR,1526430609,50,-9.08,-44.36,78.75,8.93
501,clyde river,76,CA,1526430633,92,70.47,-68.59,24.66,2.82
502,media luna,20,BO,1526428800,72,-21.67,-64.63,60.8,6.93
503,lishui,8,CN,1526430610,70,28.45,119.91,82.49,2.33
504,coxim,0,BR,1526430611,84,-18.5,-54.75,69.93,1.1
505,saraland,40,US,1526428560,51,30.82,-88.07,86.0,10.29
506,mecca,0,SA,1526428800,61,21.43,39.83,82.4,2.77
507,burnie,8,AU,1526430612,100,-41.05,145.91,51.89,12.28
508,veraval,0,FR,1526428800,93,49.65,0.71,50.0,6.93
509,shunyi,80,CN,1526427000,83,40.13,116.65,71.6,2.24
510,luang prabang,75,LA,1526428800,94,19.89,102.14,71.6,2.24
511,inirida,88,CO,1526430615,89,3.87,-67.92,75.38,2.55
512,roslavl,56,RU,1526430615,85,53.95,32.86,50.85,3.0
513,plettenberg bay,0,ZA,1526430615,94,-34.05,23.37,62.01,5.79
514,kortkeros,0,RU,1526427000,80,61.81,51.56,33.8,4.47
515,susangerd,0,IR,1526428800,27,31.56,48.19,77.0,2.24
516,kieta,12,PG,1526430617,91,-6.22,155.63,82.8,4.34
517,bilma,12,NE,1526430617,17,18.69,12.92,77.31,7.25
518,lesozavodsk,56,RU,1526430617,76,45.47,133.42,70.43,17.81
519,cap malheureux,20,MU,1526428800,88,-19.98,57.61,69.8,8.05
520,odate,0,JP,1526427480,56,40.3,140.55,69.8,19.46
521,bathsheba,40,BB,1526428800,78,13.22,-59.52,78.8,17.22
522,namatanai,76,PG,1526430619,99,-3.66,152.44,83.75,5.61
523,dingle,76,PH,1526430644,97,11.0,122.67,79.16,4.79
524,half moon bay,1,US,1526428800,77,37.46,-122.43,68.0,9.17
525,saint-francois,92,FR,1526428800,93,46.42,3.91,51.8,2.24
526,hoquiam,90,US,1526430060,87,46.98,-123.89,62.6,9.17
527,sapozhok,12,RU,1526430622,88,53.94,40.68,57.11,3.04
528,timbiras,12,BR,1526430622,95,-4.26,-43.94,73.71,1.88
529,alekseyevsk,48,RU,1526430623,90,57.84,108.35,46.17,5.12
530,laguna,5,MX,1526428020,9,27.52,-110.01,98.6,11.41
531,qasigiannguit,48,GL,1526428200,90,68.82,-51.19,32.0,5.82
532,gorontalo,12,ID,1526430501,85,0.54,123.06,79.65,2.21
533,chiquimulilla,40,GT,1526428800,88,14.09,-90.38,82.4,4.7
534,tigre,0,AR,1526428800,62,-34.42,-58.58,59.0,4.7
535,tambun,75,MY,1526425200,94,4.62,101.14,78.8,3.36
536,bayan,0,MN,1526430627,54,47.25,107.54,42.53,4.38
537,bakau,0,GM,1526428800,83,13.48,-16.68,69.8,13.87
538,gat,0,SN,1526428800,78,14.69,-16.54,71.6,6.93
539,lusambo,24,CD,1526430629,98,-4.97,23.44,70.11,2.04
540,jos,24,NG,1526430629,93,9.92,8.9,67.23,3.38
541,tura,92,IN,1526430630,97,25.52,90.21,68.58,6.24
542,tamandare,44,BR,1526430630,95,-8.28,-70.75,74.52,3.38
543,kautokeino,0,NO,1526430631,94,69.01,23.04,41.09,3.56
544,trofors,0,NO,1526428200,100,65.54,13.39,48.2,1.12
545,abnub,0,EG,1526425200,46,27.27,31.15,71.6,10.29
546,piney green,1,US,1526430000,78,35.09,-78.48,78.8,5.82
547,delmiro gouveia,88,BR,1526430632,82,-9.39,-38.0,75.51,9.82
548,gamba,64,CN,1526430633,85,28.28,88.52,17.01,2.26
549,maceio,75,BR,1526428800,88,-9.67,-35.74,75.2,5.82
550,zheleznodorozhnyy,20,RU,1526427000,87,55.75,38.0,53.6,2.24
551,rio grande,76,BR,1526430634,97,-32.03,-52.1,65.61,13.56
552,mbinga,0,TZ,1526430634,100,-10.95,35.0,62.15,3.78
553,berlevag,88,NO,1526430634,99,70.86,29.09,36.59,4.0
554,lavrentiya,92,RU,1526430635,94,65.58,-170.99,32.0,4.9
555,pangai,75,TO,1526428800,83,-19.8,-174.35,78.8,11.41
556,besikduzu,75,TR,1526428200,87,41.05,39.23,60.8,5.82
557,maniitsoq,0,GL,1526430636,88,65.42,-52.9,26.69,3.71
558,grenada,20,US,1526428380,78,33.77,-89.81,78.8,3.36
559,oussouye,0,SN,1526428800,94,12.49,-16.54,73.4,6.93
560,corrente,88,BR,1526430637,70,-17.45,-44.68,70.7,7.25
